uic;name;lon;lat
5342400;Rusii Munti;24.84243;46.914407
5342412;Alunis Mures;24.823614;46.900059
5342424;Halta Alunis;24.793396;46.872802
5342436;Brincovenesti;24.769224;46.853029
5342448;Ideciu de Jos;24.758967;46.816997
5342474;Reghin;24.719179;46.780406
5342503;Petelea;24.71338;46.739515
5342527;Peris Mures;24.672402;46.701842
5342539;Gornesti Mures;24.655742;46.670566
5342541;Dumbravioara;24.639657;46.641857
5342577;Targu Mures Nord;24.564402;46.554216
5342606;Targu Mures;24.54932;46.533344
5342620;Azomures;24.511638;46.512781
5342644;Targu Mures Sud;24.495446;46.505342
5342670;General N. Dascalescu;24.462519;46.490918
5342694;Vidrasau;24.414142;46.472145
5342709;Chirileu;24.377294;46.465111
5342711;Sanpaul;24.339738;46.447597
5342735;Cipau;24.272876;46.434312
5342747;Iernut;24.223352;46.440696
5342761;Cuci;24.163747;46.46041
5342773;Ogra;24.32012;46.443132
5342785;Bogata Muresului;24.118284;46.46197
5342814;Ludus;24.089145;46.467217
5342840;Chetani;24.018688;46.464593
5342852;Gligoresti;23.995374;46.44175
5342864;Gura Ariesului;23.956048;46.426913
5342876;Lunca Muresului;23.916131;46.417787
5342929;Sarata (RO);24.429179;47.081389
5342943;Viiosara (Linie 406);24.452951;47.101887
5342967;Bistrita Nord;24.483826;47.132524
5343416;Cociu;24.23157;47.196823
5343428;Mogoseni;24.25141;47.208451
5343430;Nimigea HC;24.278452;47.23334
5343442;Nimigea;24.298676;47.247523
5343454;Mititei;24.321035;47.284899
5343466;Salva;24.339883;47.301985
5343473;Sacuenii Noi;24.972149;46.257531
5343480;Cosbuc;24.391666;47.373579
5343492;Bichigiu;24.383361;47.398967
5343507;Telciu;24.394648;47.424092
5343519;Fiad;24.390515;47.494897
5343521;Romuli;24.435667;47.540287
5343533;Fiezel;24.390373;47.45914
5343545;Dealu Stefanitei;24.422135;47.581293
5343571;Sacel;24.461628;47.632939
5343595;Iza;24.37767;47.657343
5343612;Viseu de Jos;24.36729;47.720905
5343624;Bocicoel;24.335197;47.731512
5343636;Leordina HC;24.258145;47.785614
5343648;Leordina;24.258006;47.785614
5343662;Petrova;24.211389;47.828738
5343686;Viseu Bistra;24.191224;47.863702
5343703;Valea Viseului;24.156205;47.914444
5343741;Lunca la Tisa;24.044067;47.948688
5343753;Bocicoi;24.023253;47.957435
5343789;Craciunesti;23.984471;47.951133
5343791;Tisa (RO);23.962603;47.946124
5343806;Camara Sighet;23.908943;47.943162
5343820;Sighetu Marmatiei;23.885546;47.935733
5343997;Jucu De Jos Hc;23.774025;46.878151
5344018;Apahida HC;23.758112;46.815345
5344020;Jucu;23.773577;46.877531
5344032;Rascruci;23.779945;46.901078
5344044;Bontida;23.785583;46.925846
5344056;Fundatura;23.800968;46.958944
5344068;Iclod;23.816503;46.978239
5344070;Livada Somes;23.846083;47.00633
5344094;Gherla;23.912585;47.027579
5344111;Bunesti;23.912492;47.074108
5344123;Nima (RO);23.905794;47.093833
5344173;Cuceu Salaj;23.201435;47.253931
5344185;Poptelec;23.17055;47.250397
5344197;Mirsid;23.132642;47.23135
5344240;Zalau Nord;23.041163;47.220552
5344276;Guruslau;22.977063;47.255877
5344288;Borla;22.940649;47.279831
5344290;Bocsa Salaj;22.926597;47.2985
5344305;Cimpia Salaj;22.89848;47.318872
5344329;Sarmasag;22.829348;47.342734
5344343;Sarmasag HC;22.814843;47.358024
5344355;Dersida;22.791704;47.383955
5344367;Supur;22.79423;47.464779
5344379;Supur Halta;22.794233;47.464772
5344381;Giorocuta;22.777791;47.433266
5344408;Acis;22.775141;47.526891
5344434;Sacaseni;22.646041;47.513302
5344458;Tasnad;22.578846;47.495424
5344472;Santau;22.516555;47.515998
5344484;Hotoan;22.503101;47.558023
5344496;Tiream;22.483633;47.606847
5344525;Giurtelec;22.7834;47.298156
5344537;Uilacu Simleului;22.758532;47.276331
5344563;Simleu Silvaniei;22.783864;47.232752
5344575;Magura Simleului;22.758614;47.276146
5344587;Nusfalau;22.692321;47.214377
5344604;Ipu;22.565986;47.345943
5344616;Porti;22.526233;47.346428
5344628;Suplacu de Barca;22.547668;47.262019
5344630;Balc;22.52561;47.296491
5344654;Saldabagiu;22.459563;47.305135
5344666;Marginea Bihor;22.417366;47.303614
5344678;Abrami;22.379896;47.314595
5344680;Chiribis;22.342817;47.322061
5344707;Marghita;22.32774;47.340298
5344721;Petreu;22.295559;47.334038
5344733;Abramut;22.254599;47.320945
5344745;Fancica H;22.243196;47.323749
5344757;Bolcas;22.233056;47.35
5344771;Targusor Bihor;22.169498;47.375119
5344989;Biharia;21.912317;47.156988
5345000;Tamaseu;21.913471;47.219237
5345024;Rosiori Bihor;21.943839;47.263905
5345048;Diosig;22.012439;47.297037
5345062;Cadia;22.064982;47.326214
5345086;Sacuieni Bihor;22.078101;47.360292
5345103;Silindru;22.048627;47.435701
5345127;Simion;22.090252;47.48394
5345153;Valea lui Mihai;22.132994;47.527229
5345232;Curtuiuseni;22.201285;47.558524
5345256;Resighea;22.284192;47.600893
5345270;Sanislau;22.33727;47.631984
5345294;Marna;22.387288;47.661366
5345323;Carei;22.460229;47.696636
5345359;Domanesti;22.592633;47.696917
5345361;Moftin;22.643815;47.697069
5345373;General Gheorghe Avramescu;22.679563;47.699693
5345397;Satmarel;22.795542;47.741885
5345438;Satu Mare Sud;22.870413;47.771764
5345452;Satu Mare;22.892826;47.795326
5345464;Ramificatia Botiz;22.920114;47.835627
5345488;Micula;22.96141;47.900662
5345505;Porumbesti;22.985359;47.95111
5345531;Halmeu;22.997882;47.984694
5347319;Botiz;22.941712;47.823174
5347668;Clujana;23.612203;46.785191
5348014;Bistrita Fabrici HC;24.476;47.126759
5348076;Nasaud HC;24.384547;47.290786
5350017;Ploiesti Sud;26.029803;44.925182
5350079;Ploiesti Est;26.081071;44.936636
5350122;Valea Calugareasca;26.165839;44.95177
5350158;Muru;26.207615;44.947078
5350160;Cricov;26.265983;44.946464
5350172;Tomsani;26.293926;44.955992
5350184;Inotesti;26.349147;44.971569
5350213;Mizil;26.43759;44.994085
5350237;Sahateni;26.51807;45.02969
5350251;Pietroasele;26.605183;45.063265
5350263;Ulmeni;26.651679;45.081483
5350287;Baile Sarata Monte;26.704939;45.102002
5350342;Buzau;26.82579;45.142925
5350392;Boboc;26.928861;45.209398
5350419;Zoita;27.011846;45.285244
5350433;Ramnicu Sarat;27.057978;45.379471
5350471;Voetin;27.096003;45.441928
5350495;Sihlea;27.113322;45.503525
5350512;Gugesti;27.130979;45.567065
5350548;Cotesti;27.149293;45.631678
5350603;Focsani;27.169208;45.701314
5350653;Putna Seaca;27.196671;45.805249
5350691;Marasesti;27.214851;45.875668
5350732;Padureni Putna;27.215758;45.93205
5350744;Calimanesti Vrancea;27.210927;45.962163
5350768;Pufesti;27.200697;46.005251
5350770;Domnesti Tirg;27.191589;46.028312
5350811;Adjud;27.191849;46.097847
5350885;Adjudu Vechi;27.169603;46.131101
5350902;Siscani;27.153338;46.154891
5350926;Sascut;27.109564;46.207087
5350940;Orbeni;27.058125;46.277749
5350964;Racaciuni;27.011969;46.332088
5350988;Faraoani;26.965162;46.395395
5351009;Siretu;26.933906;46.443354
5351011;Valea Seaca;26.935269;46.476582
5351035;Letea;26.93749;46.516321
5351059;Bacau;26.894651;46.565602
5351097;Itesti;26.896969;46.667538
5351102;Serbesti Bacau;26.887177;46.69622
5351126;Galbeni;26.882284;46.747533
5351140;Sacueni Roman;26.880004;46.846485
5351152;Trifesti;26.898941;46.87961
5351190;Roman (RO);26.92029;46.934578
5351231;Sabaoani;26.886721;47.003572
5351255;Mircesti;26.843832;47.059682
5351267;Halaucesti;26.818319;47.093986
5351281;Mogosesti;26.773169;47.130995
5351293;Muncel;26.747755;47.166201
5351308;Stolniceni;26.749802;47.200189
5351346;Pascani Triaj;26.735449;47.238474
5351358;Pascani;26.724039;47.256879
5351401;Lunca Siretului;26.69494;47.306663
5351413;Lespezi;26.672101;47.344933
5351437;Probota;26.640979;47.387663
5351451;Dolhasca;26.608747;47.426955
5351475;Corni;26.564748;47.475036
5351499;Liteni;26.536118;47.514733
5351516;Banesti Suceava;26.503269;47.569009
5351530;Veresti;26.438942;47.607848
5351554;Varatec;26.35876;47.631623
5351607;Suceava;26.266178;47.670402
5351645;Suceava Nord;26.235874;47.676403
5351671;Darmanesti;26.140994;47.712999
5351700;Milisauti;26.051548;47.772984
5351724;Tibeni;26.025807;47.821047
5351750;Dornesti;25.999623;47.872308
5352857;Urechesti;27.090512;46.132096
5352869;Cornatel Moldova;27.045615;46.132324
5352883;Bilca;26.989237;46.156717
5352900;Caiuti;26.929888;46.186416
5352948;Borzesti Bacau;26.856412;46.221022
5352986;Borzesti Bacau HC;26.817673;46.243245
5353007;Onesti;26.779057;46.258885
5353033;Trotus;26.698601;46.271186
5353045;Viiosara (Linie 501);26.658671;46.276264
5353069;Targu Ocna;26.62608;46.279232
5353071;Saline;26.607007;46.28233
5353083;Ciresoaia;26.561868;46.295617
5353095;Dofteana Bacau;26.53415;46.331425
5353124;Valea Uzului Halta;26.500391;46.370444
5353150;Valea Uzului;26.493809;46.380999
5353174;Comanesti;26.450374;46.420853
5353203;Asau;26.387774;46.434249
5353227;Caralita;26.339475;46.443716
5353239;Goioasa;26.29222;46.449619
5353241;Simbrea;26.217316;46.48925
5353253;Brusturoasa;26.180535;46.518501
5353265;Palanca;26.129638;46.534558
5353291;Ghimes;26.089008;46.568153
5353318;Bolovanis;26.048879;46.58463
5353332;Lunca de Mijloc;25.995761;46.578565
5353356;Tarcau;25.973777;46.566587
5353370;Paltinis;25.974239;46.56696
5353382;Utusoiu;25.931382;46.535115
5353394;Livezi Ciuc;25.889728;46.526173
5353409;Nadejda Sat;25.828123;46.489248
5353411;Nadejdea;25.83228;46.51322
5353423;Mihaileni;25.821653;46.470228
5353435;Caracau;25.858981;46.529936
5353631;Hameius;26.857463;46.628674
5353643;Garleni;26.813732;46.656911
5353655;Lespezi Bacau;26.768411;46.665786
5353667;Racova;26.741876;46.686833
5353679;Buhusi;26.704668;46.709155
5353693;Costisa;26.656335;46.75094
5353710;Podoleni;26.615544;46.796527
5353734;Zanesti Neamt;26.54939;46.821727
5353758;Roznov;26.508937;46.838343
5353760;Savinesti;26.469541;46.865821
5353784;Dumbrava;26.418713;46.900565
5353813;Piatra Neamt;26.360622;46.927216
5353851;Vaduri;26.242864;46.928819
5353863;Pangarati;26.204222;46.930122
5353875;Stejaru;26.176847;46.915983
5353887;Tarcau Neamt;26.147853;46.893443
5353916;Bicaz;26.098999;46.908559
5354130;Bursuceni;26.448394;47.666832
5354154;Bucecea;26.441774;47.761852
5354180;Leorda;26.482077;47.816717
5354233;Botosani;26.644322;47.753027
5354439;Suceava Vest;26.222885;47.647883
5354465;Stroiesti;26.12668;47.622229
5354489;Ciprian Porumbescu;26.107888;47.557686
5354506;Lucacesti;26.101692;47.50532
5354520;Berchisesti;26.020404;47.515664
5354544;Gura Humorului;25.942661;47.552259
5354556;Gura Humorului Oras;25.882621;47.550967
5354570;Frasin;25.791301;47.541871
5354594;Molid;25.733363;47.566186
5354609;Vama;25.694377;47.565
5354611;Prisaca Dornei;25.657188;47.537793
5354635;Campulung Est;25.594491;47.517439
5354661;Campulung Moldov.;25.553023;47.533491
5354697;Sadova (RO);25.511059;47.53712
5354702;Pojorata;25.475672;47.525609
5354726;Valea Putnei;25.383852;47.489329
5354740;Mestecanis;25.339518;47.451073
5354764;Iacobeni;25.308944;47.418878
5354788;Argestru;25.319452;47.382838
5354817;Vatra Dornei;25.357981;47.3522
5354843;Vatra Dornei Bai;25.356832;47.346129
5354867;Rosu;25.303327;47.353907
5354879;Dorna Candrenilor;25.256045;47.35815
5354881;Floreni;25.221487;47.359322
5354908;Cosna;25.151509;47.371058
5354922;Gradinata;25.064465;47.341702
5354946;Larion;25.018981;47.332155
5354958;Silhoasa;25.011897;47.347823
5354972;Lunca Ilvei;24.963609;47.366618
5354996;Ilva Mare;24.871776;47.363493
5355005;Magura Ilvei;24.793337;47.37938
5355017;Poiana Ilvei;24.741243;47.369085
5355031;Lesu Ilvei;24.692116;47.316152
5355043;Strimba;24.668137;47.304622
5355110;Ilva Mica;24.637629;47.305553
5355134;Podereia Feldrului;24.616421;47.283099
5355146;Feldru;24.593743;47.27587
5355158;Nepos;24.536958;47.279471
5355172;Rebrisoara;24.471601;47.287835
5355184;Nasaud;24.410658;47.281327
5355237;Parhauti;26.089936;47.712588
5355251;Todiresti;26.067842;47.704553
5355263;Solonet;26.033821;47.684748
5355275;Partesti;25.979708;47.644538
5355287;Cacica;25.930197;47.638585
5355770;Radauti Gara Mica H;25.928572;47.846703
5355782;Radauti;25.909195;47.83972
5355809;Horodnicu;25.854092;47.863296
5355823;Galanesti;25.80082;47.906201
5355835;Vicov H;25.766268;47.905189
5355847;Vicovu de Jos;25.725957;47.904009
5355859;Vicovu de Sus;25.726038;47.904052
5355861;Bivolaria;25.659479;47.913975
5355873;Gura Putnei;25.62369;47.915141
5356035;Putna;25.614731;47.870122
5356047;Putna Centru H;25.617531;47.88419
5356061;Putna Troita H;25.62089;47.901073
5356138;Timisesti;26.523984;47.241133
5356140;Plaiesu;26.494373;47.236307
5356152;Targu Neamt;26.376618;47.199941
5357118;Seica Mica;24.184266;46.110515
5357132;Saschiz;24.980094;46.22829
5360309;Tecuci;27.423356;45.835243
5360335;Tecuci Nord;27.423313;45.835251
5360373;Frunzeasca;27.419829;45.90111
5360385;Rates Munteni;27.431528;45.928521
5360402;Berheci;27.438982;45.974836
5360426;Nichiseni;27.457897;46.044571
5360438;Ghidigeni;27.478864;46.075322
5360452;Tutova;27.553244;46.109541
5360476;Dragalina;27.599003;46.160633
5360490;Barlad;27.673252;46.215005
5360517;Zorleni;27.726633;46.266792
5360531;Banca;27.79143;46.33554
5360555;Dodesti;27.821146;46.375752
5360579;Rosiesti;27.833921;46.430208
5360593;Crasna;27.824226;46.506518
5360610;Bulboaca;27.784507;46.558298
5360622;Munteni;27.757741;46.591023
5360658;Vaslui;27.727015;46.626281
5360684;Balteni;27.642752;46.690221
5360696;Brahasoaia;27.607827;46.719212
5360701;Birzesti;27.587721;46.744426
5360725;Buhaiesti;27.56003;46.796916
5360749;Rates Cuza;27.564488;46.831172
5360751;Rebricea;27.567058;46.874205
5360775;Scanteia;27.56797;46.923553
5360799;Grajduri;27.551573;46.979116
5360804;Birnova;27.569807;47.013035
5360828;Picioru Lupului;27.571414;47.058522
5360842;Ciurea;27.567063;47.096718
5360878;Nicolina;27.579194;47.147792
5360921;Iasi;27.569485;47.165524
5361016;Socola;27.606455;47.138858
5361028;Remiza T. Socola;27.6284;47.139686
5361066;Holboca;27.695176;47.148097
5361080;Cristesti Jijia;27.724194;47.169395
5361092;Ungheni Prut;27.781937;47.219136
5361224;General E. Grigorescu;27.277658;45.850393
5361250;Cosmesti;27.336275;45.859558
5361327;Barbosi Triaj;27.954272;45.404522
5361339;Sendreni;27.922912;45.410378
5361341;Serbestii Vechi;27.876295;45.422032
5361377;Branistea;27.833829;45.438139
5361418;Vasile Alecsandri;27.796059;45.451145
5361420;Independenta;27.761942;45.478087
5361444;Piscu;27.720104;45.506431
5361456;Vames;27.700149;45.534863
5361470;Tudor Vladimirescu;27.63989;45.567688
5361494;Hanu Conachi;27.594242;45.582432
5361509;Serbanesti;27.552386;45.614109
5361511;Liesti;27.538653;45.633276
5361523;Bucesti;27.528734;45.66012
5361535;Ivesti;27.516731;45.688067
5361559;Umbraresti;27.492144;45.724035
5361573;Barcea;27.474994;45.768429
5361585;Malu Alb;27.461304;45.793107
5362759;Letcani;27.40566;47.211735
5362773;Podu Iloaiei;27.283304;47.208983
5362797;Budai;27.221898;47.217858
5362814;Sarca;27.151583;47.215793
5362840;Targu Frumos;27.023803;47.209452
5362864;Pietrisu;26.953288;47.209094
5362876;Costesti Iasi;26.923928;47.22794
5362890;Ruginoasa;26.843197;47.241113
5366114;Topile;26.668982;47.275648
5366126;Cristesti Pascani;26.572725;47.264318
5366164;Sfintul Mina;26.457288;47.221554
5369989;Bucuresti Aeroport Coanda;26.075792;44.569093
5369991;Patinoar Po;26.065621;44.566869
5370017;Pajura;26.024149;44.479035
5370029;Mogosoaia Parc;26.013916;44.51598
5370031;Mogosoaia;26.023248;44.535443
5370055;Balotesti;26.098782;44.590568
5370079;Caciulati;26.157541;44.610285
5370110;Moara Vlasiei;26.214699;44.637321
5370134;Greci;26.293593;44.652097
5370158;Fierbinti;26.368446;44.666118
5370172;Dridu;26.448456;44.681081
5370184;Moldoveni;26.508792;44.717923
5370201;Armasesti;26.563692;44.72857
5370213;Barbulesti;26.602374;44.721744
5370237;Urziceni;26.645172;44.71864
5370512;Faurei;27.275105;45.082491
5370536;Gaiseanca;27.322242;45.091853
5370550;Dedulesti;27.400144;45.109143
5370574;Ianca Sat;27.483842;45.127918
5370586;Ianca;27.522066;45.140747
5370603;Urleasca;27.621429;45.168183
5370627;Traian Sat;27.730916;45.187506
5370677;Lacu Sarat;27.868079;45.226913
5370706;Braila;27.955914;45.281349
5370768;Baldovinesti;27.907172;45.325237
5370782;Vadeni;27.920291;45.363748
5370794;Zagna Vadeni;27.962582;45.379348
5370835;Barbosi;27.98854;45.401908
5371011;Filesti;28.007155;45.443862
5371059;Galati;28.06105;45.444439
5371669;Alexeni;26.701659;44.686291
5371683;Brosteni;26.76895;44.668357
5371695;Malu;26.823957;44.653742
5371700;Km 74+600;26.865614;44.648948
5371712;Saratuica;26.901894;44.639021
5371724;Munteni Buzau;26.971873;44.647563
5371736;Cazanesti;27.00469;44.634273
5371748;Sarateni Lalomita;26.930457;44.641918
5371750;Ciochina;27.058623;44.606838
5371774;Andrasesti;27.143172;44.580356
5371786;Fundata;27.194172;44.58045
5371798;Perieti;27.254232;44.581206
5371889;Tandarei;27.64835;44.647139
5372120;Buzau Sud;26.868911;45.121434
5372144;Tabarsti;26.905512;45.08096
5372156;Tabaresti Sud;26.924156;45.071448
5372168;Bentu;26.974735;45.056759
5372170;Cilibia;27.020633;45.043411
5372182;Movila Oii;27.073;45.043596
5372209;C.A. Rosetti;27.150886;45.058812
5372223;Vizireni;27.191602;45.066716
5372235;Baza I.F.F.;27.223553;45.073195
5372261;Ciresu;27.370221;44.970244
5372273;Scarlatesti;27.394624;44.940291
5372297;Dudesti;27.436402;44.888738
5372314;Spicu;27.511649;44.815304
5372338;Murgeanca;27.574139;44.741856
5380036;Bucuresti Baneasa;26.075196;44.485405
5380074;Bucuresti Obor;26.140369;44.448882
5380098;Pantelimon Sud;26.179114;44.477916
5380103;Pantelimon;26.191763;44.478168
5380139;Pasarea;26.265492;44.468198
5380153;Branesti;26.357851;44.457997
5380165;Branesti Sat;26.334403;44.459676
5380177;Fundulea;26.510841;44.451053
5380189;Islaz;26.384252;44.457325
5380191;Mostistea;26.581035;44.447331
5380218;Sarulesti;26.654744;44.444899
5380232;Preasna;26.752412;44.445041
5380256;Lehliu;26.857825;44.43824
5380268;Dor Marunt Sat;26.92646;44.435534
5380270;Dor Marunt;26.956869;44.434883
5380294;Dalga;27.053146;44.433382
5380309;Bogdana;27.145645;44.431704
5380323;Dragos Voda;27.186608;44.430853
5380347;Ivanesti;27.259741;44.429528
5380361;Ciulnita;27.351845;44.425545
5380397;Ogoarele;27.463739;44.42531
5380402;Perisoru;27.505646;44.424371
5380414;Recolta;27.583762;44.42267
5380426;Jegalia;27.584143;44.42259
5380438;Stefan cel Mare;27.63849;44.421544
5380440;Baraganu;27.697472;44.420015
5380505;Fetesti;27.821976;44.417154
5380543;Ramificatia Borcea;27.844752;44.38609
5380555;Ovidiu;27.878239;44.374655
5380579;Dunarea;27.969175;44.352269
5380581;Cernavoda Pod;28.025757;44.337667
5380593;Saligny Gr. Est;28.066563;44.300967
5380634;Mircea Voda;28.143561;44.266362
5380684;Medgidia;28.273855;44.251775
5380737;Castelu;28.335167;44.251662
5380749;Dorobantu;28.367858;44.238735
5380751;Poarta Alba;28.389992;44.207223
5380763;Basarabi;28.417586;44.171785
5380775;Valul lui Traian;28.507542;44.16331
5380787;Murfatlar;28.459834;44.164269
5380830;Palas;28.583382;44.164946
5380892;Constanta;28.631895;44.168769
5381016;Agigea Nord;28.63485;44.126381
5381054;Agigea Ecluza;28.62416;44.089522
5381066;Eforie Nord;28.631696;44.05782
5381080;Eforie Sud;28.644919;44.03347
5381092;Costinesti Tabara;28.631644;43.947479
5381107;Tuzla (RO);28.645161;44.003137
5381119;Costinesti;28.636326;43.959047
5381121;Pescarus;28.620032;43.906815
5381133;Neptun HC;28.597308;43.874873
5381171;Neptun;28.578669;43.860124
5381183;Mangalia;28.5819;43.82226
5382072;Slobozia Veche;27.349885;44.564579
5382101;Slobozia Sud;27.370741;44.525319
5382163;Stefan Voda;27.327842;44.323898
5382175;Calarasi Nord;27.324742;44.264712
5382199;Km 25+700;27.321475;44.208794
5382204;Calarasi Sud;27.333228;44.20027
5382321;Platonesti;27.677339;44.597888
5382345;Movila;27.717068;44.540274
5382852;Nicolae Balcescu;28.380448;44.376712
5382890;Targusor Dobrogea;28.438658;44.464249
5382955;Cogealac;28.565746;44.570614
5382993;Mihai Viteazu;28.67893;44.650532
5383026;Baia Dobrogea;28.683372;44.728206
5383040;Ceamurlia de Jos;28.722189;44.765784
5383090;Babadag;28.706374;44.892151
5383129;Zebil;28.718906;44.964058
5383143;Mihail Kogalniceanu;28.74602;45.037736
5383167;Cataloi;28.749201;45.105003
5383193;Tulcea Marfuri;28.769175;45.162088
5383222;Tulcea Oras;28.790579;45.181939
5400081;Liberec-Horni Hanychov;15.012105;50.737852
5400217;Potucky, panelaky;12.739866;50.427132
5400256;Potucky, statni hrani;12.73389;50.42826
5400272;Pernink, skola;12.770816;50.361946
5400274;Nejdek, namesti;12.73388;50.325313
5401896;Mala Moravka;17.317259;50.009944
5402715;Rudna pod Pradedem;17.401168;50.036044
5402716;Rudna pod Pradedem Zastávka;17.338859;50.023032
5403803;Praha, Florenc;14.439243;50.091304
5404760;Gdansk Rebiechowo;18.446675;54.387515
5404762;Gdansk Matarina;18.506266;54.374104
5404763;Gdansk Kielpinek;18.527303;54.355431
5404764;Gdansk Jasien;18.550062;54.353591
5404765;Gdansk Bretowo;18.573346;54.364833
5404766;Gdansk Niedzwiednik;18.571856;54.377628
5404767;Gdansk Strzyza;18.578509;54.391632
5410257;Horní Blatna, namesti;12.76826;50.382357
5413003;Kvetna Zastavka;16.353336;49.727116
5413005;Mosnov Ostrava-Airport;18.119821;49.656167
5413006;Praha-Bechovice stred;14.616163;50.083552
5413007;Znojmo nemocnice;16.030671;48.861711
5433005;Bojkovice mesto;17.811369;49.035433
5433012;Blatec;17.245311;49.525142
5433014;Albrechtice u Ceskeho Tesina;18.52433;49.792911
5433015;Adamov;16.663192;49.295515
5433022;Nemilany;17.244311;49.558586
5433024;Baska;18.369184;49.650916
5433025;Adamov Zastavka;16.650831;49.300658
5433032;Olomouc-Nove Sady;17.25985;49.570452
5433035;Babice nad Svitavou;16.673566;49.277194
5433042;Bludov;16.938519;49.927421
5433045;Bedihost;17.166575;49.44184
5433052;Bohutin;16.87533;49.952165
5433054;Studénka Mesto;18.065209;49.716149
5433055;Celcice;17.191749;49.41144
5433062;Bludov Lazne;16.902855;49.940776
5433064;Bílovec;18.014278;49.753341
5433065;Doloplazy;17.161706;49.352719
5433072;Bohdikov;16.901422;50.026493
5433074;Velké Albrechtice;18.03062;49.748782
5433075;Pivin;17.188817;49.38777
5433082;Komnatka;16.897316;50.010067
5433084;Budisov nad Budisovkou;17.614114;49.795674
5433085;Bílovice nad Svitavou;16.673689;49.242922
5433092;Bohunovice;17.28113;49.662583
5433094;Svatonovice;17.668247;49.799455
5433095;Blansko;16.648065;49.351873
5433102;Hlusovice;17.281199;49.638963
5433104;Bystrice nad Olsí;18.717449;49.636322
5433105;Dolní Lhota;16.634175;49.386533
5433112;Branna;17.014828;50.147494
5433114;Hrádek ve Slezsku;18.739575;49.613401
5433115;Blansko Mesto;16.640562;49.359724
5433122;Brantice;17.611737;50.052223
5433124;Vendryne;18.696071;49.65628
5433125;Blazovice;16.798228;49.163963
5433132;Zátor (CZ);17.596048;50.03922
5433135;Krenovice dolni nádrazí;16.833487;49.145179
5433142;Brodek u Prerova;17.337656;49.48184
5433145;Bohuslavice nad Vlárí;17.926174;49.096298
5433152;Rokytnice u Prerova;17.373491;49.460971
5433155;Divnice;17.915996;49.098566
5433162;Bruntál;17.474502;49.993783
5433165;Popov;17.96729;49.080599
5433175;Bohuslavice u Kyjova;17.119624;49.054843
5433182;Kozusany;17.250005;49.54016
5433185;Bojkovice;17.795264;49.035964
5433195;Pitin Zastavka;17.842745;49.037582
5433202;Svetlá Hora;17.394308;50.043099
5433205;Boskovice;16.651656;49.491615
5433215;Bori Les;16.867223;48.737966
5433225;Bozice u Znojma;16.287789;48.823518
5433232;Bridlicná;17.382831;49.913409
5433234;Ceský Tesín;18.622585;49.743846
5433236;Branky na Morave;17.905991;49.459461
5433242;Bridlicna Zastavka;17.369471;49.912461
5433244;Chotebuz;18.598213;49.781566
5433246;Police u Valasskeho Mezirici;17.868306;49.450781
5433252;Raskov;16.911904;50.040027
5433254;Ropice Zastavka;18.626118;49.716668
5433255;Bransouze;15.749252;49.305691
5433264;Dehylov;18.171068;49.880571
5433265;Primelkov;15.741465;49.343512
5433274;Detmarovice;18.466232;49.900251
5433275;Dolní Smrcne;15.747394;49.322845
5433284;Dobrá u Frýdku-Místku;18.414131;49.670872
5433285;Cichov;15.763235;49.281958
5433292;Celechovice na Hané;17.096992;49.513722
5433294;Dobratice pod Prasivou;18.472825;49.669779
5433295;Brno hl. n.;16.612773;49.190541
5433302;Kaple;17.104729;49.530661
5433304;Dolní Benesov;18.119542;49.923026
5433305;Brno-Horni Herspice;16.606885;49.166698
5433312;Cervenka;17.091301;49.724028
5433314;Kozmice;18.153872;49.910496
5433315;Brno-Královo Pole;16.596693;49.230977
5433322;Detrichov nad Bystricí;17.395054;49.838491
5433324;Frenstat pod Radhostem;18.223469;49.542223
5433325;Brno-Reckovice;16.590293;49.250531
5433332;Lomnice u Rymarova;17.419257;49.87322
5433334;Frenstat pod Radhostem Mesto;18.208985;49.544167
5433335;Brno-Lesna;16.623687;49.179967
5433344;Frýdek-Místek;18.353619;49.677798
5433354;Frýdlant nad Ostravicí;18.353832;49.589347
5433364;Celadna;18.334372;49.553052
5433365;Brno-Slatina;16.68188;49.169705
5433374;Frýdlant nad Ostr.-Nova Dedina;18.360715;49.569901
5433384;Frýdlant nad Ostravicí Zast.;18.361168;49.57864
5433385;Brno-Cernovice;16.631463;49.189122
5433394;Przno;18.36204;49.617132
5433395;Brno-Zidenice;16.636045;49.204246
5433404;Fulnek;17.912694;49.713985
5433405;Brumov;18.036443;49.094232
5433412;Halenkov zastavka;18.141907;49.316047
5433414;Stachovice;17.931898;49.69412
5433415;Navojna;18.044335;49.100356
5433422;Domasov nad Bystricí;17.444626;49.740161
5433424;Háj ve Slezsku;18.094085;49.901193
5433425;Breclav;16.893236;48.7539
5433432;Hrubá Voda-Smilov;17.440494;49.689087
5433434;Jilesovice;18.141581;49.897659
5433435;Brumov Stred;18.026105;49.085559
5433437;Brezova nad Svitavou;16.520271;49.633484
5433442;Jivova;17.442662;49.710303
5433444;Lhota u Opavy;18.047337;49.907159
5433447;Dlouha;16.5078;49.655719
5433452;Drahanovice;17.079824;49.58275
5433454;Havírov;18.41204;49.791753
5433457;Hradec nad Svitavou;16.484742;49.701216
5433461;Havirov stred;18.436347;49.791273
5433462;Slatinice;17.109192;49.567045
5433464;Senov;18.369556;49.776571
5433465;Jankovice;17.622988;49.356155
5433467;Moravská Chrastova;16.524512;49.623258
